"rt","stimulus","response","task","condition","random","trial_type","trial_index","time_elapsed","internal_node_id","match","hp_test"
"9898.700000047684","jsPsych/img/36_big.jpg","j","test","up","0","image-keyboard-response","42","166028","0.0-12.0-2.0","congruent","2"
"17783.700000047684","jsPsych/img/10_big.jpg","j","test","down","0","image-keyboard-response","45","186918","0.0-12.0-2.1","incongruent","2"
"3532.9000000953674","jsPsych/img/01_big.jpg","f","test","down","0","image-keyboard-response","48","193319","0.0-12.0-2.2","incongruent","2"
"38341.700000047684","jsPsych/img/35_big.jpg","j","test","up","0","image-keyboard-response","51","234265","0.0-12.0-2.3","congruent","2"
"2245.899999976158","jsPsych/img/07_big.jpg","f","test","down","0","image-keyboard-response","54","240127","0.0-12.0-2.4","incongruent","2"
"2223.100000023842","jsPsych/img/05_big.jpg","f","test","down","0","image-keyboard-response","57","245471","0.0-12.0-2.5","incongruent","2"
"2826.8000000715256","jsPsych/img/21_big.jpg","f","test","up","0","image-keyboard-response","60","251916","0.0-12.0-2.6","incongruent","2"
"5464.600000023842","jsPsych/img/02_big.jpg","f","test","down","0","image-keyboard-response","63","261002","0.0-12.0-2.7","congruent","2"
"2064.5","jsPsych/img/15_big.jpg","f","test","down","0","image-keyboard-response","66","266182","0.0-12.0-2.8","incongruent","2"
"1635.6000000238419","jsPsych/img/16_big.jpg","f","test","down","0","image-keyboard-response","69","271947","0.0-12.0-2.9","incongruent","2"
"5643.5","jsPsych/img/28_big.jpg","j","test","up","0","image-keyboard-response","72","281200","0.0-12.0-2.10","congruent","2"
"2422.399999976158","jsPsych/img/23_big.jpg","f","test","up","0","image-keyboard-response","75","287499","0.0-12.0-2.11","congruent","2"
"2610.7000000476837","jsPsych/img/19_big.jpg","f","test","up","0","image-keyboard-response","78","292974","0.0-12.0-2.12","incongruent","2"
"2046.5999999046326","jsPsych/img/32_big.jpg","j","test","up","0","image-keyboard-response","81","298891","0.0-12.0-2.13","congruent","2"
"3492.0999999046326","jsPsych/img/03_big.jpg","j","test","down","0","image-keyboard-response","84","304999","0.0-12.0-2.14","congruent","2"
"1822.1999999284744","jsPsych/img/29_big.jpg","f","test","up","0","image-keyboard-response","87","309437","0.0-12.0-2.15","congruent","2"
"8456.800000071526","jsPsych/img/11_big.jpg","f","test","down","0","image-keyboard-response","90","320761","0.0-12.0-2.16","incongruent","2"
"1112.7999999523163","jsPsych/img/24_big.jpg","f","test","up","0","image-keyboard-response","93","325493","0.0-12.0-2.17","congruent","2"
"1779.6000000238419","jsPsych/img/06_big.jpg","f","test","down","0","image-keyboard-response","96","331399","0.0-12.0-2.18","congruent","2"
"1137.9000000953674","jsPsych/img/12_big.jpg","f","test","down","0","image-keyboard-response","99","335909","0.0-12.0-2.19","incongruent","2"
"2083.399999976158","jsPsych/img/22_big.jpg","f","test","up","0","image-keyboard-response","102","341874","0.0-12.0-2.20","congruent","2"
"2173.600000023842","jsPsych/img/26_big.jpg","j","test","up","0","image-keyboard-response","105","348162","0.0-12.0-2.21","congruent","2"
"2454.2000000476837","jsPsych/img/27_big.jpg","f","test","up","0","image-keyboard-response","108","353982","0.0-12.0-2.22","congruent","2"
"2574.899999976158","jsPsych/img/25_big.jpg","f","test","up","0","image-keyboard-response","111","360173","0.0-12.0-2.23","congruent","2"
"1238","jsPsych/img/18_big.jpg","j","test","down","0","image-keyboard-response","114","364767","0.0-12.0-2.24","incongruent","2"
"1115.8000000715256","jsPsych/img/34_big.jpg","f","test","up","0","image-keyboard-response","117","369513","0.0-12.0-2.25","congruent","2"
"1576.5","jsPsych/img/09_big.jpg","j","test","down","0","image-keyboard-response","120","374969","0.0-12.0-2.26","incongruent","2"
"5643.699999928474","jsPsych/img/30_big.jpg","f","test","up","0","image-keyboard-response","123","384468","0.0-12.0-2.27","incongruent","2"
"6461","jsPsych/img/04_big.jpg","j","test","down","0","image-keyboard-response","126","394054","0.0-12.0-2.28","incongruent","2"
"1682.1000000238419","jsPsych/img/14_big.jpg","f","test","down","0","image-keyboard-response","129","398863","0.0-12.0-2.29","incongruent","2"
