"rt","stimulus","response","task","condition","random","trial_type","trial_index","time_elapsed","internal_node_id","match","hp_test"
"6486.60000038147","jsPsych/img/29_big.jpg","j","test","up","0","image-keyboard-response","42","144071","0.0-12.0-2.0","congruent","2"
"6949.900000095367","jsPsych/img/14_big.jpg","f","test","down","0","image-keyboard-response","45","154399","0.0-12.0-2.1","congruent","2"
"3577.0999999046326","jsPsych/img/36_big.jpg","f","test","up","0","image-keyboard-response","48","161362","0.0-12.0-2.2","congruent","2"
"3089","jsPsych/img/05_big.jpg","f","test","down","0","image-keyboard-response","51","168582","0.0-12.0-2.3","incongruent","2"
"1762.8000001907349","jsPsych/img/18_big.jpg","j","test","down","0","image-keyboard-response","54","172979","0.0-12.0-2.4","incongruent","2"
"2426.5","jsPsych/img/04_big.jpg","f","test","down","0","image-keyboard-response","57","178035","0.0-12.0-2.5","incongruent","2"
"3099","jsPsych/img/34_big.jpg","j","test","up","0","image-keyboard-response","60","184509","0.0-12.0-2.6","congruent","2"
"3660.1000003814697","jsPsych/img/25_big.jpg","f","test","up","0","image-keyboard-response","63","190798","0.0-12.0-2.7","congruent","2"
"3850.5","jsPsych/img/24_big.jpg","j","test","up","0","image-keyboard-response","66","198051","0.0-12.0-2.8","congruent","2"
"3335.4000000953674","jsPsych/img/01_big.jpg","j","test","down","0","image-keyboard-response","69","205525","0.0-12.0-2.9","incongruent","2"
"3124.3999996185303","jsPsych/img/28_big.jpg","j","test","up","0","image-keyboard-response","72","212027","0.0-12.0-2.10","congruent","2"
"1742.6999998092651","jsPsych/img/26_big.jpg","j","test","up","0","image-keyboard-response","75","217399","0.0-12.0-2.11","congruent","2"
"3961.5","jsPsych/img/23_big.jpg","j","test","up","0","image-keyboard-response","78","224738","0.0-12.0-2.12","congruent","2"
"4242.599999904633","jsPsych/img/33_big.jpg","f","test","up","0","image-keyboard-response","81","232859","0.0-12.0-2.13","congruent","2"
"2098.0999999046326","jsPsych/img/02_big.jpg","f","test","down","0","image-keyboard-response","84","238835","0.0-12.0-2.14","incongruent","2"
"2607.4000000953674","jsPsych/img/12_big.jpg","f","test","down","0","image-keyboard-response","87","245564","0.0-12.0-2.15","incongruent","2"
"4608.800000190735","jsPsych/img/10_big.jpg","f","test","down","0","image-keyboard-response","90","253543","0.0-12.0-2.16","incongruent","2"
"3256.3999996185303","jsPsych/img/32_big.jpg","j","test","up","0","image-keyboard-response","93","259931","0.0-12.0-2.17","congruent","2"
"1561.8000001907349","jsPsych/img/06_big.jpg","j","test","down","0","image-keyboard-response","96","265621","0.0-12.0-2.18","incongruent","2"
"2971.5999999046326","jsPsych/img/13_big.jpg","j","test","down","0","image-keyboard-response","99","271960","0.0-12.0-2.19","incongruent","2"
"2426.5","jsPsych/img/21_big.jpg","f","test","up","0","image-keyboard-response","102","277528","0.0-12.0-2.20","congruent","2"
"2728.5","jsPsych/img/19_big.jpg","f","test","up","0","image-keyboard-response","105","283168","0.0-12.0-2.21","congruent","2"
"5413.900000095367","jsPsych/img/35_big.jpg","f","test","up","0","image-keyboard-response","108","291212","0.0-12.0-2.22","incongruent","2"
"4772.900000095367","jsPsych/img/07_big.jpg","f","test","down","0","image-keyboard-response","111","298615","0.0-12.0-2.23","incongruent","2"
"4619.5","jsPsych/img/30_big.jpg","j","test","up","0","image-keyboard-response","114","306117","0.0-12.0-2.24","congruent","2"
"3842.5","jsPsych/img/09_big.jpg","f","test","down","0","image-keyboard-response","117","313083","0.0-12.0-2.25","incongruent","2"
"2320.800000190735","jsPsych/img/15_big.jpg","f","test","down","0","image-keyboard-response","120","318772","0.0-12.0-2.26","incongruent","2"
"3726.199999809265","jsPsych/img/27_big.jpg","f","test","up","0","image-keyboard-response","123","325131","0.0-12.0-2.27","congruent","2"
"3516.5999999046326","jsPsych/img/22_big.jpg","f","test","up","0","image-keyboard-response","126","331282","0.0-12.0-2.28","congruent","2"
"1277.2000002861023","jsPsych/img/03_big.jpg","f","test","down","0","image-keyboard-response","129","335191","0.0-12.0-2.29","incongruent","2"
"3892.7000002861023","jsPsych/img/16_big.jpg","f","test","down","0","image-keyboard-response","132","343205","0.0-12.0-2.30","incongruent","2"
"2271.5","jsPsych/img/11_big.jpg","j","test","down","0","image-keyboard-response","135","348353","0.0-12.0-2.31","incongruent","2"
"2093.2999999523163","jsPsych/img/14_big.jpg","f","test","down","0","image-keyboard-response","42","181243","0.0-12.0-2.0","congruent","2"
"4710.700000047684","jsPsych/img/22_big.jpg","f","test","up","0","image-keyboard-response","45","189843","0.0-12.0-2.1","congruent","2"
"2272.2000000476837","jsPsych/img/35_big.jpg","j","test","up","0","image-keyboard-response","48","196251","0.0-12.0-2.2","congruent","2"
"3205","jsPsych/img/10_big.jpg","j","test","down","0","image-keyboard-response","51","203585","0.0-12.0-2.3","incongruent","2"
"4323","jsPsych/img/26_big.jpg","j","test","up","0","image-keyboard-response","54","210537","0.0-12.0-2.4","congruent","2"
"1553","jsPsych/img/19_big.jpg","f","test","up","0","image-keyboard-response","57","215964","0.0-12.0-2.5","incongruent","2"
"3746.899999856949","jsPsych/img/36_big.jpg","j","test","up","0","image-keyboard-response","60","223091","0.0-12.0-2.6","congruent","2"
"4440.900000095367","jsPsych/img/34_big.jpg","j","test","up","0","image-keyboard-response","63","231670","0.0-12.0-2.7","incongruent","2"
"6785.199999809265","jsPsych/img/02_big.jpg","f","test","down","0","image-keyboard-response","66","241346","0.0-12.0-2.8","congruent","2"
"2258.399999856949","jsPsych/img/18_big.jpg","j","test","down","0","image-keyboard-response","69","247482","0.0-12.0-2.9","congruent","2"
"2524.0999999046326","jsPsych/img/24_big.jpg","f","test","up","0","image-keyboard-response","72","253646","0.0-12.0-2.10","congruent","2"
"2231.2000000476837","jsPsych/img/27_big.jpg","f","test","up","0","image-keyboard-response","75","259993","0.0-12.0-2.11","congruent","2"
"2983.399999856949","jsPsych/img/12_big.jpg","j","test","down","0","image-keyboard-response","78","266857","0.0-12.0-2.12","incongruent","2"
"1974.7999999523163","jsPsych/img/09_big.jpg","f","test","down","0","image-keyboard-response","81","271717","0.0-12.0-2.13","incongruent","2"
"2089.7999999523163","jsPsych/img/28_big.jpg","f","test","up","0","image-keyboard-response","84","277436","0.0-12.0-2.14","congruent","2"
"1893.8000001907349","jsPsych/img/33_big.jpg","j","test","up","0","image-keyboard-response","87","283215","0.0-12.0-2.15","incongruent","2"
"2979.7000000476837","jsPsych/img/30_big.jpg","f","test","up","0","image-keyboard-response","90","289086","0.0-12.0-2.16","incongruent","2"
"2350.399999856949","jsPsych/img/13_big.jpg","f","test","down","0","image-keyboard-response","93","295325","0.0-12.0-2.17","incongruent","2"
"2448.300000190735","jsPsych/img/06_big.jpg","f","test","down","0","image-keyboard-response","96","301149","0.0-12.0-2.18","incongruent","2"
"1453.2999999523163","jsPsych/img/23_big.jpg","j","test","up","0","image-keyboard-response","99","306482","0.0-12.0-2.19","congruent","2"
"1599.2000000476837","jsPsych/img/04_big.jpg","j","test","down","0","image-keyboard-response","102","311204","0.0-12.0-2.20","incongruent","2"
"1669.2000000476837","jsPsych/img/01_big.jpg","f","test","down","0","image-keyboard-response","105","316512","0.0-12.0-2.21","incongruent","2"
"3556.7000000476837","jsPsych/img/32_big.jpg","f","test","up","0","image-keyboard-response","108","323199","0.0-12.0-2.22","incongruent","2"
"4799.399999856949","jsPsych/img/11_big.jpg","f","test","down","0","image-keyboard-response","111","332136","0.0-12.0-2.23","incongruent","2"
"4685.5","jsPsych/img/29_big.jpg","f","test","up","0","image-keyboard-response","114","339445","0.0-12.0-2.24","congruent","2"
"2213.5","jsPsych/img/25_big.jpg","j","test","up","0","image-keyboard-response","117","344297","0.0-12.0-2.25","congruent","2"
"1530.7999999523163","jsPsych/img/15_big.jpg","f","test","down","0","image-keyboard-response","120","349452","0.0-12.0-2.26","incongruent","2"
"1766.2999999523163","jsPsych/img/21_big.jpg","f","test","up","0","image-keyboard-response","123","354853","0.0-12.0-2.27","congruent","2"
"1847.5999999046326","jsPsych/img/05_big.jpg","j","test","down","0","image-keyboard-response","126","359575","0.0-12.0-2.28","congruent","2"
"1944.2000000476837","jsPsych/img/16_big.jpg","f","test","down","0","image-keyboard-response","129","365655","0.0-12.0-2.29","congruent","2"
"1656.4000000953674","jsPsych/img/07_big.jpg","j","test","down","0","image-keyboard-response","132","371187","0.0-12.0-2.30","incongruent","2"
"1269.5","jsPsych/img/03_big.jpg","f","test","down","0","image-keyboard-response","135","375324","0.0-12.0-2.31","incongruent","2"
"2451.2000000001863","jsPsych/img/33_big.jpg","j","test","up","0","image-keyboard-response","42","130064","0.0-12.0-2.0","incongruent","2"
"3168.0999999996275","jsPsych/img/06_big.jpg","j","test","down","0","image-keyboard-response","45","135842","0.0-12.0-2.1","congruent","2"
"901.2999999998137","jsPsych/img/27_big.jpg","f","test","up","0","image-keyboard-response","48","139348","0.0-12.0-2.2","congruent","2"
"1794.2000000001863","jsPsych/img/29_big.jpg","j","test","up","0","image-keyboard-response","51","143754","0.0-12.0-2.3","incongruent","2"
"1894.5","jsPsych/img/16_big.jpg","f","test","down","0","image-keyboard-response","54","149508","0.0-12.0-2.4","congruent","2"
"1323.6000000005588","jsPsych/img/18_big.jpg","f","test","down","0","image-keyboard-response","57","153688","0.0-12.0-2.5","congruent","2"
"2046","jsPsych/img/07_big.jpg","f","test","down","0","image-keyboard-response","60","159595","0.0-12.0-2.6","congruent","2"
"1514.3999999994412","jsPsych/img/02_big.jpg","f","test","down","0","image-keyboard-response","63","164221","0.0-12.0-2.7","incongruent","2"
"1211.7999999998137","jsPsych/img/19_big.jpg","f","test","up","0","image-keyboard-response","66","169540","0.0-12.0-2.8","incongruent","2"
"1914.2999999998137","jsPsych/img/24_big.jpg","f","test","up","0","image-keyboard-response","69","174313","0.0-12.0-2.9","incongruent","2"
"4371.9000000003725","jsPsych/img/34_big.jpg","j","test","up","0","image-keyboard-response","72","181296","0.0-12.0-2.10","incongruent","2"
"1124.199999999255","jsPsych/img/26_big.jpg","f","test","up","0","image-keyboard-response","75","185778","0.0-12.0-2.11","incongruent","2"
"949.4000000003725","jsPsych/img/30_big.jpg","j","test","up","0","image-keyboard-response","78","190832","0.0-12.0-2.12","congruent","2"
"831.7999999998137","jsPsych/img/23_big.jpg","f","test","up","0","image-keyboard-response","81","194776","0.0-12.0-2.13","incongruent","2"
"1217.3999999994412","jsPsych/img/11_big.jpg","f","test","down","0","image-keyboard-response","84","200102","0.0-12.0-2.14","incongruent","2"
"1619.5999999996275","jsPsych/img/15_big.jpg","j","test","down","0","image-keyboard-response","87","205325","0.0-12.0-2.15","incongruent","2"
"2889","jsPsych/img/13_big.jpg","f","test","down","0","image-keyboard-response","90","211821","0.0-12.0-2.16","incongruent","2"
"801","jsPsych/img/09_big.jpg","f","test","down","0","image-keyboard-response","93","215234","0.0-12.0-2.17","congruent","2"
"886.7999999998137","jsPsych/img/22_big.jpg","j","test","up","0","image-keyboard-response","96","219977","0.0-12.0-2.18","congruent","2"
"1126","jsPsych/img/28_big.jpg","j","test","up","0","image-keyboard-response","99","223960","0.0-12.0-2.19","incongruent","2"
"1199.8999999994412","jsPsych/img/04_big.jpg","f","test","down","0","image-keyboard-response","102","229273","0.0-12.0-2.20","incongruent","2"
"1216.2000000001863","jsPsych/img/35_big.jpg","f","test","up","0","image-keyboard-response","105","233096","0.0-12.0-2.21","congruent","2"
"1067.3999999994412","jsPsych/img/21_big.jpg","f","test","up","0","image-keyboard-response","108","237274","0.0-12.0-2.22","incongruent","2"
"932.2000000001863","jsPsych/img/32_big.jpg","f","test","up","0","image-keyboard-response","111","242067","0.0-12.0-2.23","incongruent","2"
"722.9000000003725","jsPsych/img/03_big.jpg","j","test","down","0","image-keyboard-response","114","246148","0.0-12.0-2.24","incongruent","2"
"699.5999999996275","jsPsych/img/01_big.jpg","j","test","down","0","image-keyboard-response","117","249707","0.0-12.0-2.25","incongruent","2"
"879.5999999996275","jsPsych/img/12_big.jpg","j","test","down","0","image-keyboard-response","120","254446","0.0-12.0-2.26","incongruent","2"
